DateTime,SpCondShallow_uS/cm,ODOShallow_mg/L,TempShallow_C,pHShallow,TurbShallow_NTU+,ChlRFUShallow_RFU,n_obs_SpCondShallow_uS/cm,n_obs_ODOShallow_mg/L,n_obs_TempShallow_C,n_obs_pHShallow,n_obs_TurbShallow_NTU+,n_obs_ChlRFUShallow_RFU
2015-08-06,970.0,,21.49,8.54,9.7,2.7,111,0,111,111,111,111
2015-08-07,965.0,,21.86,8.614999999999998,9.3,2.7,144,0,144,144,144,144
2015-08-08,966.0,,20.925,8.415,7.3,2.6,144,0,144,144,144,144
2015-08-09,962.0,,20.545,8.48,7.2,2.3,144,0,144,144,144,144
2015-08-10,964.0,,21.520000000000003,8.735,7.5,2.9,144,0,144,144,144,144
2015-08-11,963.0,,21.89,8.81,7.5,2.7,144,0,144,144,144,144
2015-08-12,966.0,,21.715,8.71,7.65,2.7,144,0,144,144,144,144
2015-08-13,966.0,,22.235,8.67,7.9,2.8,144,0,144,144,144,144
2015-08-14,960.5,,24.025,8.89,12.05,3.4,144,0,144,144,144,144
2015-08-15,954.0,,24.12,8.88,11.1,3.25,144,0,144,144,144,144
2015-08-16,942.0,,24.29,8.84,19.8,2.9,144,0,144,144,144,144
2015-08-17,953.0,,21.445,8.61,15.649999999999999,2.45,144,0,144,144,144,144
2015-08-18,954.0,,20.69,8.49,11.75,2.1,144,0,144,144,144,144
2015-08-19,953.0,,20.5,8.68,14.5,2.5,144,0,144,144,144,144
2015-08-20,951.0,,20.765,8.82,16.65,3.1,144,0,144,144,144,144
2015-08-21,950.0,,20.145,8.77,13.6,2.5,144,0,144,144,144,144
2015-08-22,951.0,,20.16,8.705,13.9,3.1,144,0,144,144,144,144
2015-08-23,952.0,,19.415,8.57,10.8,2.8,144,0,144,144,144,144
2015-08-24,949.5,,18.045,8.53,10.2,2.2,144,0,144,144,144,144
2015-08-25,944.0,,17.81,8.68,11.75,3.0,144,0,144,144,144,144
2015-08-26,945.0,,17.785,8.68,10.7,3.0,144,0,144,144,144,144
2015-08-27,942.0,,17.985,8.76,10.8,2.9,144,0,144,144,144,144
2015-08-28,938.0,,18.995,8.98,12.25,3.7,144,0,144,144,144,144
2015-08-29,935.0,,19.435000000000002,9.03,11.3,3.9,144,0,144,144,144,144
2015-08-30,930.0,,19.314999999999998,8.98,8.55,3.1,144,0,144,144,144,144
2015-08-31,932.0,,19.625,8.86,10.350000000000001,3.9,144,0,144,144,144,144
2015-09-01,933.0,,19.12,8.76,9.9,3.5,144,0,144,144,144,144
2015-09-02,935.0,,18.89,8.73,10.8,3.8,144,0,144,144,144,144
2015-09-03,938.0,,18.96,8.73,10.2,3.9,144,0,144,144,144,144
2015-09-04,940.0,,19.08,8.64,9.7,3.7,101,0,101,101,101,101
2015-09-05,940.0,,18.325,8.54,7.6,2.8499999999999996,144,0,144,144,144,144
2015-09-06,930.0,,17.38,8.52,7.1,2.4,144,0,144,144,143,144
2015-09-07,928.0,,16.755000000000003,8.53,8.0,2.7,144,0,144,144,144,144
2015-09-08,931.0,,15.67,8.54,8.3,2.6,144,0,144,144,144,144
2015-09-09,930.0,,14.53,8.56,8.350000000000001,2.9,144,0,144,144,144,144
2015-09-10,923.0,,14.52,8.59,7.2,2.8,144,0,144,144,144,144
2015-09-11,921.0,,14.84,8.7,6.5,3.1,144,0,144,144,144,144
2015-09-12,923.0,,14.95,8.71,5.3,2.9,144,0,144,144,144,144
2015-09-13,922.0,,15.66,8.77,5.1,2.9,144,0,144,144,144,144
2015-09-14,923.0,,16.01,8.71,5.4,3.1,144,0,144,144,144,144
2015-09-15,922.0,,15.87,8.63,5.4,3.1,144,0,144,144,144,144
2015-09-16,920.0,,15.5,8.53,5.0,2.7,144,0,144,144,144,144
2015-09-17,920.0,,14.93,8.5,4.8,2.6,144,0,144,144,144,144
2015-09-18,920.0,,14.49,8.51,4.9,2.7,77,0,77,77,77,77
2015-09-19,,,,,,,0,0,0,0,0,0
2015-09-20,,,,,,,0,0,0,0,0,0
2015-09-21,,,,,,,0,0,0,0,0,0
2015-09-22,,,,,,,0,0,0,0,0,0
2015-09-23,,,,,,,0,0,0,0,0,0
2015-09-24,,,,,,,0,0,0,0,0,0
2015-09-25,,,,,,,0,0,0,0,0,0
2015-09-26,,,,,,,0,0,0,0,0,0
2015-09-27,,,,,,,0,0,0,0,0,0
2015-09-28,,,,,,,0,0,0,0,0,0
2015-09-29,,,,,,,0,0,0,0,0,0
2015-09-30,,,,,,,0,0,0,0,0,0
2015-10-01,,,,,,,0,0,0,0,0,0
2015-10-02,,,,,,,0,0,0,0,0,0
2015-10-03,,,,,,,0,0,0,0,0,0
2015-10-04,,,,,,,0,0,0,0,0,0
2015-10-05,,,,,,,0,0,0,0,0,0
2015-10-06,,,,,,,0,0,0,0,0,0
2015-10-07,,,,,,,0,0,0,0,0,0
2015-10-08,,,,,,,0,0,0,0,0,0
2015-10-09,,,,,,,0,0,0,0,0,0
2015-10-10,,,,,,,0,0,0,0,0,0
2015-10-11,,,,,,,0,0,0,0,0,0
2015-10-12,,,,,,,0,0,0,0,0,0
2015-10-13,,,,,,,0,0,0,0,0,0
2015-10-14,,,,,,,0,0,0,0,0,0
2015-10-15,,,,,,,0,0,0,0,0,0
2015-10-16,,,,,,,0,0,0,0,0,0
2015-10-17,,,,,,,0,0,0,0,0,0
2015-10-18,,,,,,,0,0,0,0,0,0
2015-10-19,,,,,,,0,0,0,0,0,0
2015-10-20,,,,,,,0,0,0,0,0,0
2015-10-21,,,,,,,0,0,0,0,0,0
2015-10-22,,,,,,,0,0,0,0,0,0
2015-10-23,,,,,,,0,0,0,0,0,0
2015-10-24,,,,,,,0,0,0,0,0,0
2015-10-25,,,,,,,0,0,0,0,0,0
2015-10-26,,,,,,,0,0,0,0,0,0
2015-10-27,,,,,,,0,0,0,0,0,0
2015-10-28,,,,,,,0,0,0,0,0,0
2015-10-29,,,,,,,0,0,0,0,0,0
2015-10-30,,,,,,,0,0,0,0,0,0
2015-10-31,,,,,,,0,0,0,0,0,0
2015-11-01,,,,,,,0,0,0,0,0,0
2015-11-02,,,,,,,0,0,0,0,0,0
2015-11-03,,,,,,,0,0,0,0,0,0
2015-11-04,,,,,,,0,0,0,0,0,0
2015-11-05,,,,,,,0,0,0,0,0,0
2015-11-06,,,,,,,0,0,0,0,0,0
2015-11-07,,,,,,,0,0,0,0,0,0
2015-11-08,,,,,,,0,0,0,0,0,0
2015-11-09,,,,,,,0,0,0,0,0,0
2015-11-10,,,,,,,0,0,0,0,0,0
2015-11-11,,,,,,,0,0,0,0,0,0
2015-11-12,,,,,,,0,0,0,0,0,0
2015-11-13,,,,,,,0,0,0,0,0,0
2015-11-14,,,,,,,0,0,0,0,0,0
2015-11-15,,,,,,,0,0,0,0,0,0
2015-11-16,,,,,,,0,0,0,0,0,0
2015-11-17,,,,,,,0,0,0,0,0,0
2015-11-18,,,,,,,0,0,0,0,0,0
2015-11-19,,,,,,,0,0,0,0,0,0
2015-11-20,,,,,,,0,0,0,0,0,0
2015-11-21,,,,,,,0,0,0,0,0,0
2015-11-22,,,,,,,0,0,0,0,0,0
2015-11-23,,,,,,,0,0,0,0,0,0
2015-11-24,,,,,,,0,0,0,0,0,0
2015-11-25,,,,,,,0,0,0,0,0,0
2015-11-26,,,,,,,0,0,0,0,0,0
2015-11-27,,,,,,,0,0,0,0,0,0
2015-11-28,,,,,,,0,0,0,0,0,0
2015-11-29,,,,,,,0,0,0,0,0,0
2015-11-30,,,,,,,0,0,0,0,0,0
2015-12-01,,,,,,,0,0,0,0,0,0
2015-12-02,,,,,,,0,0,0,0,0,0
2015-12-03,,,,,,,0,0,0,0,0,0
2015-12-04,,,,,,,0,0,0,0,0,0
2015-12-05,,,,,,,0,0,0,0,0,0
2015-12-06,,,,,,,0,0,0,0,0,0
2015-12-07,,,,,,,0,0,0,0,0,0
2015-12-08,,,,,,,0,0,0,0,0,0
2015-12-09,,,,,,,0,0,0,0,0,0
2015-12-10,,,,,,,0,0,0,0,0,0
2015-12-11,,,,,,,0,0,0,0,0,0
2015-12-12,,,,,,,0,0,0,0,0,0
2015-12-13,,,,,,,0,0,0,0,0,0
2015-12-14,,,,,,,0,0,0,0,0,0
2015-12-15,,,,,,,0,0,0,0,0,0
2015-12-16,,,,,,,0,0,0,0,0,0
2015-12-17,,,,,,,0,0,0,0,0,0
2015-12-18,,,,,,,0,0,0,0,0,0
2015-12-19,,,,,,,0,0,0,0,0,0
2015-12-20,,,,,,,0,0,0,0,0,0
2015-12-21,,,,,,,0,0,0,0,0,0
2015-12-22,,,,,,,0,0,0,0,0,0
2015-12-23,,,,,,,0,0,0,0,0,0
2015-12-24,,,,,,,0,0,0,0,0,0
2015-12-25,,,,,,,0,0,0,0,0,0
2015-12-26,,,,,,,0,0,0,0,0,0
2015-12-27,,,,,,,0,0,0,0,0,0
2015-12-28,,,,,,,0,0,0,0,0,0
2015-12-29,,,,,,,0,0,0,0,0,0
2015-12-30,,,,,,,0,0,0,0,0,0
2015-12-31,,,,,,,0,0,0,0,0,0
2016-01-01,,,,,,,0,0,0,0,0,0
2016-01-02,,,,,,,0,0,0,0,0,0
2016-01-03,,,,,,,0,0,0,0,0,0
2016-01-04,,,,,,,0,0,0,0,0,0
2016-01-05,,,,,,,0,0,0,0,0,0
2016-01-06,,,,,,,0,0,0,0,0,0
2016-01-07,,,,,,,0,0,0,0,0,0
2016-01-08,,,,,,,0,0,0,0,0,0
2016-01-09,,,,,,,0,0,0,0,0,0
2016-01-10,,,,,,,0,0,0,0,0,0
2016-01-11,,,,,,,0,0,0,0,0,0
2016-01-12,,,,,,,0,0,0,0,0,0
2016-01-13,,,,,,,0,0,0,0,0,0
2016-01-14,,,,,,,0,0,0,0,0,0
2016-01-15,,,,,,,0,0,0,0,0,0
2016-01-16,,,,,,,0,0,0,0,0,0
2016-01-17,,,,,,,0,0,0,0,0,0
2016-01-18,,,,,,,0,0,0,0,0,0
2016-01-19,,,,,,,0,0,0,0,0,0
2016-01-20,,,,,,,0,0,0,0,0,0
2016-01-21,,,,,,,0,0,0,0,0,0
2016-01-22,,,,,,,0,0,0,0,0,0
2016-01-23,,,,,,,0,0,0,0,0,0
2016-01-24,,,,,,,0,0,0,0,0,0
2016-01-25,,,,,,,0,0,0,0,0,0
2016-01-26,,,,,,,0,0,0,0,0,0
2016-01-27,,,,,,,0,0,0,0,0,0
2016-01-28,,,,,,,0,0,0,0,0,0
2016-01-29,,,,,,,0,0,0,0,0,0
2016-01-30,,,,,,,0,0,0,0,0,0
2016-01-31,,,,,,,0,0,0,0,0,0
2016-02-01,,,,,,,0,0,0,0,0,0
2016-02-02,,,,,,,0,0,0,0,0,0
2016-02-03,,,,,,,0,0,0,0,0,0
2016-02-04,,,,,,,0,0,0,0,0,0
2016-02-05,,,,,,,0,0,0,0,0,0
2016-02-06,,,,,,,0,0,0,0,0,0
2016-02-07,,,,,,,0,0,0,0,0,0
2016-02-08,,,,,,,0,0,0,0,0,0
2016-02-09,,,,,,,0,0,0,0,0,0
2016-02-10,,,,,,,0,0,0,0,0,0
2016-02-11,,,,,,,0,0,0,0,0,0
2016-02-12,,,,,,,0,0,0,0,0,0
2016-02-13,,,,,,,0,0,0,0,0,0
2016-02-14,,,,,,,0,0,0,0,0,0
2016-02-15,,,,,,,0,0,0,0,0,0
2016-02-16,,,,,,,0,0,0,0,0,0
2016-02-17,,,,,,,0,0,0,0,0,0
2016-02-18,,,,,,,0,0,0,0,0,0
2016-02-19,,,,,,,0,0,0,0,0,0
2016-02-20,,,,,,,0,0,0,0,0,0
2016-02-21,,,,,,,0,0,0,0,0,0
2016-02-22,,,,,,,0,0,0,0,0,0
2016-02-23,,,,,,,0,0,0,0,0,0
2016-02-24,,,,,,,0,0,0,0,0,0
2016-02-25,,,,,,,0,0,0,0,0,0
2016-02-26,,,,,,,0,0,0,0,0,0
2016-02-27,,,,,,,0,0,0,0,0,0
2016-02-28,,,,,,,0,0,0,0,0,0
2016-02-29,,,,,,,0,0,0,0,0,0
2016-03-01,,,,,,,0,0,0,0,0,0
2016-03-02,,,,,,,0,0,0,0,0,0
2016-03-03,,,,,,,0,0,0,0,0,0
2016-03-04,,,,,,,0,0,0,0,0,0
2016-03-05,,,,,,,0,0,0,0,0,0
2016-03-06,,,,,,,0,0,0,0,0,0
2016-03-07,,,,,,,0,0,0,0,0,0
2016-03-08,,,,,,,0,0,0,0,0,0
2016-03-09,,,,,,,0,0,0,0,0,0
2016-03-10,,,,,,,0,0,0,0,0,0
2016-03-11,,,,,,,0,0,0,0,0,0
2016-03-12,,,,,,,0,0,0,0,0,0
2016-03-13,,,,,,,0,0,0,0,0,0
2016-03-14,,,,,,,0,0,0,0,0,0
2016-03-15,,,,,,,0,0,0,0,0,0
2016-03-16,,,,,,,0,0,0,0,0,0
2016-03-17,,,,,,,0,0,0,0,0,0
2016-03-18,,,,,,,0,0,0,0,0,0
2016-03-19,,,,,,,0,0,0,0,0,0
2016-03-20,,,,,,,0,0,0,0,0,0
2016-03-21,,,,,,,0,0,0,0,0,0
2016-03-22,,,,,,,0,0,0,0,0,0
2016-03-23,,,,,,,0,0,0,0,0,0
2016-03-24,,,,,,,0,0,0,0,0,0
2016-03-25,,,,,,,0,0,0,0,0,0
2016-03-26,,,,,,,0,0,0,0,0,0
2016-03-27,,,,,,,0,0,0,0,0,0
2016-03-28,,,,,,,0,0,0,0,0,0
2016-03-29,,,,,,,0,0,0,0,0,0
2016-03-30,,,,,,,0,0,0,0,0,0
2016-03-31,,,,,,,0,0,0,0,0,0
2016-04-01,,,,,,,0,0,0,0,0,0
2016-04-02,,,,,,,0,0,0,0,0,0
2016-04-03,,,,,,,0,0,0,0,0,0
2016-04-04,,,,,,,0,0,0,0,0,0
2016-04-05,,,,,,,0,0,0,0,0,0
2016-04-06,,,,,,,0,0,0,0,0,0
2016-04-07,,,,,,,0,0,0,0,0,0
2016-04-08,,,,,,,0,0,0,0,0,0
2016-04-09,,,,,,,0,0,0,0,0,0
2016-04-10,,,,,,,0,0,0,0,0,0
2016-04-11,,,,,,,0,0,0,0,0,0
2016-04-12,,,,,,,0,0,0,0,0,0
2016-04-13,,,,,,,0,0,0,0,0,0
2016-04-14,,,,,,,0,0,0,0,0,0
2016-04-15,,,,,,,0,0,0,0,0,0
2016-04-16,,,,,,,0,0,0,0,0,0
2016-04-17,,,,,,,0,0,0,0,0,0
2016-04-18,,,,,,,0,0,0,0,0,0
2016-04-19,,,,,,,0,0,0,0,0,0
2016-04-20,,,,,,,0,0,0,0,0,0
2016-04-21,,,,,,,0,0,0,0,0,0
2016-04-22,,,,,,,0,0,0,0,0,0
2016-04-23,,,,,,,0,0,0,0,0,0
2016-04-24,,,,,,,0,0,0,0,0,0
2016-04-25,,,,,,,0,0,0,0,0,0
2016-04-26,,,,,,,0,0,0,0,0,0
2016-04-27,,,,,,,0,0,0,0,0,0
2016-04-28,,,,,,,0,0,0,0,0,0
2016-04-29,,,,,,,0,0,0,0,0,0
2016-04-30,,,,,,,0,0,0,0,0,0
2016-05-01,,,,,,,0,0,0,0,0,0
2016-05-02,,,,,,,0,0,0,0,0,0
2016-05-03,,,,,,,0,0,0,0,0,0
2016-05-04,,,,,,,0,0,0,0,0,0
2016-05-05,,,,,,,0,0,0,0,0,0
2016-05-06,,,,,,,0,0,0,0,0,0
2016-05-07,,,,,,,0,0,0,0,0,0
2016-05-08,,,,,,,0,0,0,0,0,0
2016-05-09,,,,,,,0,0,0,0,0,0
2016-05-10,,,,,,,0,0,0,0,0,0
2016-05-11,,,,,,,0,0,0,0,0,0
2016-05-12,,,,,,,0,0,0,0,0,0
2016-05-13,,,,,,,0,0,0,0,0,0
2016-05-14,,,,,,,0,0,0,0,0,0
2016-05-15,,,,,,,0,0,0,0,0,0
2016-05-16,,,,,,,0,0,0,0,0,0
2016-05-17,,,,,,,0,0,0,0,0,0
2016-05-18,,,,,,,0,0,0,0,0,0
2016-05-19,835.0,10.45,14.855,8.37,1.1,0.6,44,44,44,44,44,44
2016-05-20,835.0,10.51,15.075,8.36,0.9,0.6,144,144,144,144,144,144
2016-05-21,834.0,10.09,14.875,8.29,1.3,0.7,144,144,144,144,144,144
2016-05-22,838.0,9.49,15.245000000000001,8.27,2.0,0.9,144,144,144,144,144,144
2016-05-23,838.0,9.105,16.32,8.28,2.3499999999999996,1.1,144,144,144,144,144,144
2016-05-24,840.0,9.175,16.4,8.3,1.6,1.1,144,144,144,144,144,144
2016-05-25,840.0,9.024999999999999,16.24,8.29,1.4,1.1,144,144,144,144,144,144
2016-05-26,839.0,9.29,15.985,8.3,1.4,1.2,144,144,144,144,144,144
2016-05-27,837.0,9.17,15.65,8.27,1.7,1.1,144,144,144,144,144,144
2016-05-28,836.0,9.395,15.92,8.26,1.3,1.0,144,144,144,144,144,144
2016-05-29,836.0,9.38,15.97,8.23,1.8,1.0,144,144,144,144,144,144
2016-05-30,835.0,9.83,15.89,8.28,1.7,1.2,144,144,144,144,144,144
2016-05-31,835.0,10.065000000000001,16.65,8.29,1.85,1.2,144,144,144,144,144,144
2016-06-01,835.0,9.585,16.43,8.23,2.8,1.3,144,144,144,144,144,144
2016-06-02,836.0,9.23,16.32,8.2,2.6,1.0,117,117,117,117,117,117
2016-06-03,835.0,9.385000000000002,16.634999999999998,8.215,2.95,1.05,144,144,144,144,144,144
2016-06-04,834.0,9.32,17.11,8.25,3.95,1.1,144,144,144,144,144,144
2016-06-05,835.0,9.27,17.505000000000003,8.31,3.9,1.2,144,144,144,144,144,144
2016-06-06,835.0,9.45,18.33,8.32,4.95,1.2,144,144,144,144,144,144
2016-06-07,835.0,9.24,18.494999999999997,8.32,3.4,1.1,144,144,144,144,144,144
2016-06-08,833.0,9.524999999999999,19.009999999999998,8.32,3.5,1.0,144,144,144,144,144,144
2016-06-09,833.0,9.455,19.46,8.33,3.0,0.8,144,144,144,144,144,144
2016-06-10,834.0,9.79,21.26,8.37,2.3,0.8,144,144,144,144,144,144
2016-06-11,835.0,9.27,20.98,8.35,3.05,0.8,144,144,144,144,144,144
2016-06-12,833.0,9.175,20.369999999999997,8.39,6.7,0.9,144,144,144,144,144,144
2016-06-13,834.0,8.785,20.064999999999998,8.35,4.15,0.9,144,144,144,144,144,144
2016-06-14,832.0,9.3,20.125,8.41,5.2,0.9,144,144,144,144,144,144
2016-06-15,831.0,9.37,20.89,8.395,5.2,1.0,144,144,144,144,144,144
2016-06-16,832.0,8.61,20.66,8.35,4.4,0.7,144,144,144,144,144,144
2016-06-17,831.0,8.515,20.33,8.34,5.65,0.9,144,144,144,144,144,144
2016-06-18,832.0,8.524999999999999,19.884999999999998,8.32,4.9,0.9,144,144,144,144,144,144
2016-06-19,832.0,9.274999999999999,19.63,8.38,4.9,1.0,144,144,144,144,144,144
2016-06-20,830.0,9.07,19.61,8.36,5.1,1.1,144,144,144,144,144,144
2016-06-21,828.0,8.875,19.025,8.35,7.15,1.4,144,144,144,144,144,141
2016-06-22,827.0,9.75,19.58,8.42,5.3,1.5,144,144,144,144,144,144
2016-06-23,827.0,9.385000000000002,19.45,8.39,4.05,1.5,144,144,144,144,144,144
2016-06-24,828.0,9.47,19.64,8.39,3.1,1.3,123,123,123,123,123,123
2016-06-25,832.0,9.254999999999999,20.7,8.53,3.1,1.2,144,144,144,144,144,144
2016-06-26,831.0,8.879999999999999,20.605,8.53,4.35,1.4,144,144,144,144,144,144
2016-06-27,831.0,8.495000000000001,19.89,8.51,5.1,1.5,144,144,144,144,144,144
2016-06-28,830.0,8.77,19.825,8.57,4.7,1.6,144,144,144,144,144,144
2016-06-29,826.0,11.82,21.455,8.71,6.35,1.6,144,144,144,144,144,144
2016-06-30,812.0,13.545,22.975,8.71,6.5,1.5,144,144,144,144,144,144
2016-07-01,808.5,12.265,22.23,8.67,6.6,2.1,144,144,144,144,144,144
2016-07-02,815.0,9.594999999999999,21.5,8.54,6.8,2.3,144,144,144,144,144,144
2016-07-03,815.0,8.985,21.02,8.55,6.7,2.1,144,144,144,144,144,144
2016-07-04,815.0,9.335,21.18,8.59,7.3,2.2,144,144,144,144,144,144
2016-07-05,810.0,9.085,21.27,8.57,8.5,2.5,144,144,144,144,144,144
2016-07-06,811.0,9.23,21.505000000000003,8.6,8.3,2.5,144,144,144,144,144,144
2016-07-07,808.0,10.89,21.865000000000002,8.69,10.4,2.7,144,144,144,144,144,144
2016-07-08,803.0,12.24,22.44,8.71,14.5,2.6,121,121,121,121,121,121
2016-07-09,797.0,12.235,22.51,8.72,11.05,2.4,144,144,144,144,144,144
2016-07-10,808.0,8.675,22.09,8.56,7.7,2.5,144,144,144,144,144,144
2016-07-11,803.0,11.96,22.95,8.79,15.3,2.9,144,144,144,144,144,144
2016-07-12,804.0,10.125,22.515,8.645,16.0,2.6,144,144,144,144,144,144
2016-07-13,802.0,7.795,21.295,8.46,13.1,2.5,144,144,144,144,144,144
2016-07-14,800.0,7.63,20.73,8.43,13.7,2.55,144,144,144,144,144,144
2016-07-15,798.0,8.370000000000001,20.71,8.5,14.05,2.75,144,144,144,144,144,144
2016-07-16,793.0,11.379999999999999,21.045,8.75,18.35,3.05,144,144,144,144,144,144
2016-07-17,784.0,14.27,21.22,8.79,15.4,3.1,144,143,144,144,144,144
2016-07-18,788.0,10.94,21.59,8.63,12.55,2.7,144,144,144,144,144,144
2016-07-19,791.0,10.485,21.86,8.64,12.8,2.8,144,144,144,144,144,144
2016-07-20,785.0,10.495000000000001,22.17,8.63,12.5,2.4,144,144,144,144,144,144
2016-07-21,783.0,10.745000000000001,23.44,8.67,16.9,2.4,144,144,144,144,144,144
2016-07-22,782.0,10.71,23.445,8.684999999999999,20.25,2.2,144,144,144,144,144,144
2016-07-23,786.0,10.02,23.64,8.684999999999999,16.5,2.3,144,144,144,144,144,144
2016-07-24,778.0,8.515,23.08,8.58,18.3,2.1,144,144,144,144,144,144
2016-07-25,770.0,8.42,22.549999999999997,8.59,22.15,2.0,144,144,144,144,144,144
2016-07-26,772.0,11.219999999999999,22.93,8.76,28.75,1.9,120,120,120,120,120,120
2016-07-27,760.0,15.05,24.19,8.9,40.75,3.3,144,144,144,144,144,144
2016-07-28,760.0,15.34,23.845,8.95,35.45,2.8,144,141,144,144,144,144
2016-07-29,768.0,13.265,23.22,8.84,17.5,2.2,144,144,144,144,144,144
2016-07-30,779.0,9.655000000000001,23.0,8.68,14.7,1.9,144,144,144,144,144,144
2016-07-31,777.0,11.125,23.770000000000003,8.78,19.8,2.1,144,144,144,144,144,144
2016-08-01,785.0,7.3149999999999995,23.235,8.52,14.9,1.9,144,144,144,144,144,144
2016-08-02,786.0,7.529999999999999,22.87,8.49,16.9,2.3,144,144,144,144,144,144
2016-08-03,788.0,7.715,22.24,8.44,14.7,2.4,144,144,144,144,144,144
2016-08-04,782.0,9.915,22.64,8.7,24.75,2.5,144,144,144,144,144,144
2016-08-05,782.0,8.305,21.54,8.58,23.0,2.4,144,144,144,144,144,144
2016-08-06,783.0,9.23,21.545,8.71,22.0,2.9,114,114,114,114,114,114
2016-08-07,786.0,10.625,22.18,8.765,16.25,2.9,144,144,144,144,144,144
2016-08-08,789.0,9.434999999999999,21.85,8.69,13.350000000000001,2.7,144,144,144,144,144,144
2016-08-09,787.0,9.114999999999998,21.9,8.68,15.2,3.0,144,144,144,144,144,144
2016-08-10,783.5,9.36,21.78,8.72,18.4,3.4,144,144,144,144,144,144
2016-08-11,782.0,9.405000000000001,21.27,8.73,19.35,3.1,144,144,144,144,144,144
2016-08-12,779.0,9.56,20.72,8.75,22.1,4.0,144,144,144,144,144,144
2016-08-13,779.0,9.375,20.835,8.8,19.200000000000003,3.3,144,144,144,144,144,144
2016-08-14,778.0,11.23,21.095,8.89,23.85,3.4,144,144,144,144,144,144
2016-08-15,772.0,14.16,21.61,9.015,26.15,3.5,131,144,144,144,144,144
2016-08-16,,17.69,22.56,9.07,31.5,3.5,0,143,144,144,144,144
2016-08-17,,15.95,22.11,9.004999999999999,25.25,3.0,0,144,144,144,144,144
2016-08-18,759.0,13.57,21.97,8.92,24.5,3.2,80,140,143,144,144,144
2016-08-19,761.0,10.575,21.4,8.82,24.8,3.1,144,144,144,144,144,144
2016-08-20,763.0,9.035,20.36,8.74,23.45,3.0,144,144,144,144,144,144
2016-08-21,766.0,9.235,20.08,8.82,23.7,3.3499999999999996,144,144,143,144,144,144
2016-08-22,764.0,10.37,20.025,8.86,22.85,3.5,144,143,144,144,144,144
2016-08-23,759.0,12.97,20.93,8.98,28.65,4.2,144,143,144,144,144,144
2016-08-24,761.0,10.84,20.23,8.89,26.8,4.2,144,144,144,144,144,144
2016-08-25,760.0,9.03,19.09,8.83,25.5,4.1,144,144,144,144,144,144
2016-08-26,762.0,8.495000000000001,18.564999999999998,8.81,24.05,4.3,118,118,118,118,118,118
2016-08-27,758.0,9.035,18.22,8.785,23.25,3.9,144,144,144,144,144,144
2016-08-28,760.0,8.605,18.06,8.77,21.35,3.8,144,144,144,144,144,144
2016-08-29,763.0,7.675000000000001,18.115000000000002,8.69,14.4,3.1,144,144,144,144,144,144
2016-08-30,763.0,8.52,18.07,8.7,16.1,4.4,143,143,143,143,143,143
2016-08-31,766.0,9.100000000000001,18.58,8.735,13.2,3.9,144,144,144,144,144,144
2016-09-01,768.0,8.535,18.415,8.69,12.4,4.2,144,144,144,144,144,144
2016-09-02,772.0,8.43,18.675,8.61,11.0,4.3,144,144,144,144,144,144
2016-09-03,777.0,7.970000000000001,18.945,8.545,10.8,4.0,144,144,144,144,144,144
2016-09-04,776.0,8.97,19.37,8.58,12.2,4.9,144,144,144,144,144,144
2016-09-05,776.0,8.004999999999999,18.63,8.53,12.1,4.9,144,144,144,144,144,144
2016-09-06,776.0,7.335,17.755000000000003,8.47,11.8,4.7,144,144,144,144,144,144
2016-09-07,777.0,7.06,17.07,8.46,12.0,4.4,141,141,141,141,141,141
2016-09-08,776.0,7.07,16.73,8.41,12.5,4.45,144,144,144,144,144,144
2016-09-09,776.0,7.305,16.57,8.41,12.7,4.4,144,144,144,144,144,144
2016-09-10,777.0,7.46,16.325,8.42,13.5,4.3,144,144,144,144,144,144
2016-09-11,776.0,8.08,16.125,8.46,13.7,4.7,143,144,144,144,144,144
2016-09-12,777.0,8.4,15.99,8.45,14.5,4.2,144,144,144,144,144,144
2016-09-13,777.0,7.7,15.17,8.33,14.5,4.0,124,124,124,124,124,124
2016-09-14,792.0,8.4,14.184999999999999,8.39,12.5,4.0,144,144,144,144,144,144
2016-09-15,791.0,8.975000000000001,13.94,8.46,15.1,4.6,144,144,144,144,144,144
2016-09-16,792.0,10.1,14.09,8.57,14.2,4.25,144,144,144,144,144,144
2016-09-17,793.0,10.12,14.565000000000001,8.56,14.2,3.9,144,144,144,144,144,144
2016-09-18,796.0,8.9,14.15,8.46,13.0,3.4,144,144,144,144,144,144
2016-09-19,797.0,8.765,14.515,8.45,13.3,3.7,144,144,144,144,144,144
2016-09-20,798.0,8.82,14.28,8.45,15.6,4.4,144,144,144,144,144,144
2016-09-21,801.0,8.95,14.18,8.43,23.200000000000003,4.9,144,144,144,144,144,144
2016-09-22,801.0,10.175,14.29,8.55,29.950000000000003,5.45,144,144,144,144,144,144
2016-09-23,802.0,8.8,13.92,8.45,29.2,5.7,144,144,144,144,144,144
2016-09-24,802.0,7.93,13.36,8.3,22.7,5.85,144,144,144,144,144,144
2016-09-25,800.0,7.835,13.15,8.22,31.15,7.8,144,144,144,144,144,144
2016-09-26,800.0,8.425,12.475000000000001,8.18,30.4,6.8,108,108,108,108,108,106
2016-09-27,799.0,9.22,12.42,8.19,59.1,14.3,82,82,82,82,80,82
2016-09-28,801.0,9.23,12.78,8.22,109.4,17.700000000000003,61,61,61,61,52,56
